"","ASPC","Preadipocyte","Adipocyte"
"PYURF",1.0932441942294,1.17948717948719,1.28198074277853
"HERC3",0.0909570724841655,0.0682148040638605,0.0729023383768913
"NAP1L5",0.0341308937368051,0.03870343492985,0.0680880330123796
"FAM13A-AS1",0.0091484869809993,0.0111272375423319,0.00825309491059147
"FAM13A",0.0443349753694581,0.214804063860667,0.244154057771665
"RP11-84C13.1",0.00580577058409571,0.00483792936623125,0.00962861072902338
"TIGD2",0.0204081632653061,0.0570875665215287,0.0845942228335624
"SMARCAD1",0.0907811400422232,0.141751330430575,0.157496561210454
"PDLIM5",0.775686136523568,0.337203676826321,0.363823933975239
"BMPR1B",0.0265657987332865,0.0130624092888244,0.0171939477303989
"RP11-323J4.1",0.00862068965517242,0.00241896468311563,0.00275103163686382
"RAP1GDS1",0.305770584095715,0.248185776487662,0.318431911966987
"TSPAN5",0.285890218156235,0.220125786163521,0.0488308115543329
"RP11-1299A16.3",0.00193525686136524,0.00435413642960813,0.000687757909215956
"EIF4E",0.376319493314579,0.33865505563619,0.502063273727644
"METAP1",0.241555242786774,0.166908563134978,0.310866574965611
"RP11-571L19.8",0.00492610837438424,0.0120948234155781,0.0199449793672627
"ADH5",0.667839549612951,1.25253991291728,0.914030261347995
"RP11-696N14.1",0.0174173117522871,0.0653120464441218,0.0460797799174691
"ADH1B",0.105207600281492,7.03773584905657,6.34525447042644
"TRMT10A",0.0591133004926106,0.0445089501693275,0.0962861072902336
"LAMTOR3",0.159570724841662,0.240928882438316,0.230398899587346
"DNAJB14",0.165200562983815,0.284954039671022,0.265474552957359
"H2AFZ",2.69440534834629,1.11127237542333,0.537826685006874
"RP11-15B17.1",0.000879662209711471,0,0
"DDIT4L",0.00932441942294159,0.0222544750846638,0.187757909215956
"EMCN",0.0168895144264602,0.156748911465892,0.0969738651994495
"PPP3CA",0.606087262491206,0.586357039187238,0.632049518569458
"AP001816.1",0.0700211118930328,0.162070633768746,0.18019257221458
"BANK1",0.00826882477128783,0.0145137880986938,0.0584594222833563
"SLC39A8",0.0251583391977481,0.0333817126269957,0.0591471801925723
"RP11-499E18.1",0.056298381421534,0.13014029995162,0.0825309491059146
"AF213884.2",0.00334271639690359,0,0
"NFKB1",0.19458128078818,0.217223028543782,0.15818431911967
"MANBA",0.0891977480647426,0.139816158684083,0.116918844566712
"UBE2D3",1.64532019704432,1.60328979196904,1.17262723521319
"RP11-10L12.4",0.0321956368754399,0.0537010159651668,0.0873452544704262
"CISD2",0.513898662913456,0.343976777939045,0.376203576341126
"SLC9B1",0.00316678395496129,0.0145137880986938,0.0206327372764787
"SLC9B2",0.0895496129486271,0.0836961780358005,0.121045392022008
"BDH2",0.0895496129486272,0.208514755684566,0.130674002751031
"CENPE",0.0631597466572835,0.0120948234155781,0.00894085281980743
"AC004069.2",0.00228712174524982,0.00435413642960813,0.00275103163686382
"TET2",0.038881069669247,0.0435413642960813,0.0529573590096286
"PPA2",0.159218859957777,0.244315432994677,0.240715268225585
"INTS12",0.0705489092188596,0.0933720367682629,0.121045392022008
"GSTCD",0.0353624208304012,0.050314465408805,0.0598349381017882
"RP11-710F7.3",0.00211118930330753,0.003870343492985,0.0116918844566713
"TBCK",0.0339549612948628,0.0764392839864536,0.0639614855570839
"AIMP1",0.375087966220982,0.344460570875668,0.387895460797797
"PAPSS1",0.140394088669951,0.202709240445089,0.334250343878954
"SGMS2",0.19458128078818,0.170778906627963,0.259284731774416
"CYP2U1",0.0429275158339197,0.0648282535074987,0.0667125171939477
"HADH",0.104152005629837,0.328495403967104,2.05983493810176
"RPL34",59.6968684025338,66.8093855829706,55.3321870701513
"OSTC",1.76073187895846,2.29462989840349,1.34181568088031
"SEC24B-AS1",0.0133708655876144,0.0227382680212869,0.0240715268225585
"SEC24B",0.083391977480647,0.181906144170294,0.16162310866575
"CCDC109B",0.293279380717811,0.238026124818577,0.503438789546076
"CASP6",0.0387051372273047,0.077890662796323,0.0818431911966986
"AC004067.5",0.00175932441942294,0.00435413642960813,0.00756533700137551
"PLA2G12A",0.296446164672773,0.370101596516694,0.722833562585962
"GAR1",0.197044334975372,0.159651669085631,0.216643741403027
"EGF",0.00123152709359606,0,0
"ELOVL6",0.160098522167489,0.222544750846637,0.267537826685007
"ENPEP",0.00281491907107671,0.0058055152394775,0.00137551581843191
"RP11-380D23.1",0.00316678395496129,0.000967585873246251,0.00550206327372765
"RP11-380D23.2",0.00193525686136524,0,0
"PITX2",0.0944757213230114,0.146589259796806,0.126547455295735
"C4orf32",0.171006333567911,0.299951620706339,0.541953232462169
"RP11-73K9.2",0.00316678395496129,0.00870827285921626,0.00894085281980743
"AP1AR",0.0684377199155522,0.105466860183841,0.169188445667125
"RP11-73K9.3",0.00158339197748065,0,0
"TIFA",0.0399366643209008,0.04644412191582,0.0275103163686383
"ALPK1",0.0292047853624209,0.050314465408805,0.0495185694635489
"C4orf21",0.00404644616467277,0.00483792936623125,0.00687757909215956
"LARP7",0.183321604503873,0.193033381712626,0.22627235213205
"MIR302B",0.000879662209711471,0,0
"ANK2",0.084623504574243,0.204644412191581,0.206327372764787
"CAMK2D",0.588318085855037,0.892114175133062,0.387895460797797
"ARSJ",0.197748064743141,0.126753749395258,0.0543328748280606
"SNHG8",3.16660802251942,2.28688921141751,2.35144429160932
"PRSS12",0.239268121041524,0.04644412191582,0.0343878954607978
"METTL14",0.0661505981703023,0.113207547169811,0.14442916093535
"SEC24D",0.547149894440544,0.402999516207067,0.213892709766163
"SYNPO2",0.500527797325838,0.65215287856798,0.221458046767538
"RP11-21I10.2",0.00246305418719212,0.00145137880986938,0.00687757909215956
"MYOZ2",0.00738916256157636,0,0
"USP53",0.954609429978877,0.374939525882925,0.209078404401651
"C4orf3",1.98223082336381,2.22835026608612,2.72352132049514
"PDE5A",0.168191414496834,0.126753749395258,0.015130674002751
"MAD2L1",0.0791695988740321,0.0343492985002419,0.0419532324621733
"RP11-679C8.2",0.00510204081632653,0.00870827285921626,0.0061898211829436
"PRDM5",0.0288529204785363,0.0599903241412674,0.031636863823934
"NDNF",0.00123152709359606,0.0159651669085631,0
"TNIP3",0.0135467980295566,0.00145137880986938,0.00206327372764787
"ANXA5",3.78518648838851,1.42477019835511,1.38789546079778
"TMEM155",0.0395847994370162,0.00435413642960813,0.0123796423658872
"AC079341.1",0.00404644616467277,0,0
"EXOSC9",0.0828641801548201,0.0599903241412675,0.0605226960110042
"CCNA2",0.105559465165376,0.0208030962747944,0.0646492434662999
"BBS7",0.110837438423645,0.0851475568456699,0.117606602475928
"KIAA1109",0.154996481351162,0.204644412191581,0.169876203576341
"BBS12",0.0144264602392681,0.0256410256410257,0.0178817056396149
"FGF2",1.19211822660098,0.31253023705854,0.205639614855571
"NUDT6",0.0276213933849402,0.0382196419932269,0.0460797799174691
"SPATA5",0.0281491907107671,0.03096274794388,0.0749656121045391
"SPRY1",0.0985221674876842,0.308176100628932,0.588033012379637
"LINC01091",0.00809289232934554,0.00628930817610063,0.00687757909215956
"ANKRD50",0.0990499648135109,0.2385099177552,0.138927097661623
"FAT4",0.0362420830401126,0.181422351233671,0.0701513067400275
"INTU",0.0633356790992257,0.0807934204160617,0.116231086657496
"HSPA4L",0.017945109078114,0.0372520561199806,0.120357634112792
"PLK4",0.0102040816326531,0.00338655055636188,0.0061898211829436
"MFSD8",0.031667839549613,0.0764392839864536,0.0722145804676753
"C4orf29",0.0353624208304012,0.0522496371552975,0.0784044016506189
"LARP1B",0.250351864883889,0.164489598451862,0.186382393397524
"PGRMC2",0.894440534834613,0.790517658442202,0.504814305364508
"RP11-420A23.1",0.00774102744546095,0.00870827285921626,0.0103163686382393
"RP11-130C6.1",0.00703729767769177,0.00677310111272376,0.00343878954607978
"RP11-184M15.1",0.0163617171006334,0.00580551523947751,0.00412654745529574
"JADE1",0.280964109781849,0.363812288340593,0.248968363136177
"SCLT1",0.0487332864180154,0.0459603289791969,0.0419532324621733
"C4orf33",0.0142505277973258,0.0266086115142719,0.0364511691884457
"RP11-9G1.3",0.0061576354679803,0,0
"PCDH10",0.0409922589725545,0.00435413642960813,0
"PABPC4L",0.00897255453905701,0.019351717464925,0.0192572214580468
"RP11-138I17.1",0.00475017593244194,0.011611030478955,0.00275103163686382
"PCDH18",0.217100633356794,0.37252056119981,0.200825309491059
"RP13-884E18.2",0.00158339197748065,0.000967585873246251,0.00206327372764787
"SLC7A11",0.402005629838153,0.392356071601357,0.100412654745529
"CCRN4L",0.00281491907107671,0,0
"ELF2",0.174173117522873,0.190614417029511,0.126547455295735
"MGARP",0.18085855031668,0.034833091436865,0.00412654745529574
"NDUFC1",1.79363124560167,0.935171746492522,1.13686382393396
"NAA15",0.159746657283604,0.142718916303822,0.22971114167813
"RP11-83A24.2",0.0679099225897253,0.0899854862119011,0.110729023383769
"RAB33B",0.0330752990851514,0.0735365263667149,0.112792297111416
"SETD7",0.358374384236463,0.370101596516695,0.391334250343876
"RP11-342I1.2",0.00105559465165376,0.00338655055636188,0.00275103163686382
"MGST2",0.0696692470091482,0.223512336719883,0.176753782668501
"MAML3",0.0114356087262491,0.0507982583454281,0.0591471801925723
"SCOC",0.392857142857155,0.470246734397685,0.458046767537823
"RP11-425I13.3",0.0144264602392681,0.0169327527818094,0.0261348005502063
"CLGN",0.00457424349049965,0.003870343492985,0.00481430536451169
"ELMOD2",0.0849753694581275,0.159651669085631,0.16162310866575
"TBC1D9",0.117171006333567,0.283986453797775,0.249656121045393
"RP11-102N12.3",0.00457424349049965,0.0261248185776488,0.0337001375515819
"RNF150",0.0775862068965513,0.385582970488635,0.446354883081153
"ZNF330",0.222202674173121,0.250120948234155,0.356946354883079
"IL15",0.0777621393384937,0.0411223996129657,0.00894085281980743
"INPP4B",0.0283251231527094,0.0130624092888244,0.00275103163686382
"USP38",0.0666783954961292,0.100145137880987,0.14442916093535
"GAB1",0.0306122448979593,0.109337203676826,0.048143053645117
"SMARCA5",0.258444757213235,0.345911949685537,0.236588720770289
"GYPE",0.00439831104855735,0.00919206579583938,0.0123796423658872
"HHIP-AS1",0.123680506685432,0.019351717464925,0.00412654745529574
"HHIP",0.0380014074595355,0.00241896468311563,0.00137551581843191
"ANAPC10",0.0969387755102034,0.125302370585389,0.215268225584595
"ABCE1",0.166783954961296,0.240445089501692,0.367262723521319
"OTUD4",0.153237156931739,0.157232704402515,0.201513067400275
"SMAD1",0.0439831104855735,0.0459603289791969,0.0722145804676753
"MMAA",0.0263898662913442,0.0469279148524431,0.0687757909215956
"ZNF827",0.173821252638988,0.119980648282535,0.285419532324621
"LSM6",0.447748064743153,0.502177068214811,0.461485557083904
"SLC10A7",0.025686136523575,0.03870343492985,0.0412654745529574
"EDNRA",0.0137227304714989,0.0551523947750362,0.0385144429160936
"TMEM184C",0.076178747361013,0.113207547169811,0.140302613480055
"PRMT10",0.358374384236462,0.102564102564102,0.131361760660247
"ARHGAP10",0.204609429978891,0.22302854378326,0.132737276478679
"NR3C2",0.0188247712878255,0.0183841315916788,0.0563961485557084
"DCLK2",0.157107670654469,0.0183841315916788,0.0254470426409904
"LRBA",0.0823363828289932,0.206579583938074,0.618982118294356
"RPS3A",34.2665376495426,33.608611514272,28.9580467675378
"SH3D19",0.245249824067563,0.919206579583957,0.160935350756534
"RP11-372K14.2",0.00369458128078818,0.00919206579583938,0.0254470426409904
"PET112",0.0598170302603798,0.0653120464441218,0.130674002751031
"FBXW7",0.118226600985221,0.117561683599419,0.140302613480055
"MIR4453",0.00668543279380718,0.00919206579583938,0.0130674002751032
"TMEM154",0.0327234342012668,0.0217706821480406,0.0137551581843191
"ARFIP1",0.128958479943701,0.226415094339622,0.241403026134801
"FHDC1",0.00263898662913441,0,0
"TRIM2",0.136171710063335,0.180938558297048,0.127235213204951
"MND1",0.0367698803659395,0.000967585873246251,0.0185694635488308
"KIAA0922",0.0276213933849403,0.0299951620706338,0.169876203576341
"PLRG1",0.0721323011963402,0.155781325592646,0.152682255845942
"MAP9",0.0614004222378604,0.172230285437832,0.0790921595598348
"GUCY1B3",0.00105559465165376,0.000483792936623125,0
"TDO2",0.000879662209711471,0,0
"CTSO",0.0754750175932438,0.17803580067731,0.114167812929848
"PDGFC",0.160802251935258,0.208030962747943,0.344566712517193
"GLRB",0.0190007037297678,0.0295113691340107,0.0563961485557084
"FAM198B",0.130717804363124,1.19109820996614,0.535075653370009
"RP11-597D13.9",0.0147783251231527,0.0798258345428155,0.0618982118294361
"TMEM144",0.00879662209711471,0.0566037735849056,0.0694635488308115
"C4orf46",0.0735397607318786,0.163038219641993,0.188445667125172
"ETFDH",0.0832160450387047,0.16884373488147,0.246217331499313
"PPID",0.108902181562279,0.134978229317852,0.200137551581844
"FNIP2",0.213933849401832,0.232220609579099,0.283356258596974
"RAPGEF2",0.0772343420126667,0.108853410740203,0.142365887207703
"NAF1",0.0251583391977481,0.0353168843734882,0.0570839064649244
"TMA16",0.427867698803673,0.314949201741656,0.379642365887205
"RP11-218F10.3",0.0061576354679803,0.0159651669085631,0.0295735900962861
"TRIM61",0.0519000703729766,0.081761006289308,0.178129298486933
"FAM218A",0.00809289232934554,0.011611030478955,0.015130674002751
"TRIM60",0.00158339197748065,0.000967585873246251,0.00275103163686382
"TMEM192",0.0992258972554532,0.13933236574746,0.265474552957359
"KLHL2",0.0710767065446865,0.0774068698596999,0.114855570839064
"MSMO1",0.181562280084449,0.370101596516694,1.29917469050893
"CPE",0.00334271639690359,0.0188679245283019,0.0687757909215956
"ANXA10",0.00738916256157636,0,0
"DDX60",0.0102040816326531,0.019351717464925,0.0103163686382393
"DDX60L",0.054539057002111,0.0590227382680212,0.0433287482806053
"PALLD",0.926812104151991,1.14175133043059,0.256533700137552
"CBR4",0.112068965517241,0.301886792452831,0.257221458046768
"SH3RF1",0.366291344123867,0.100145137880987,0.0784044016506189
"NEK1",0.087086558761435,0.152878567972907,0.1121045392022
"CLCN3",0.19229415904293,0.277213352685051,0.288170563961485
"C4orf27",0.10661505981703,0.17029511369134,0.121045392022008
"MFAP3L",0.0661505981703023,0.0440251572327044,0.09009628610729
"AADAT",0.0313159746657284,0.0633768746976293,0.0894085281980741
"RP11-10K16.1",0.00281491907107671,0,0
"GALNT7",0.0636875439831102,0.0391872278664731,0.0412654745529574
"HMGB2",0.459711470795223,0.232704402515722,0.0811554332874827
"RP11-798M19.6",0.0170654468684025,0.0677310111272374,0.0268225584594223
"SAP30",0.119809992962701,0.177552007740686,0.0928473177441538
"SCRG1",0.184201266713584,0.0764392839864536,0.0110041265474553
"HAND2",0.130365939479239,0.32027092404451,0.0894085281980741
"HAND2-AS1",0.0420478536242083,0.119496855345912,0.0563961485557084
"FBXO8",0.0677339901477829,0.13933236574746,0.180880330123797
"CEP44",0.0337790288529205,0.0991775520077404,0.113480055020632
"SPATA4",0.00193525686136524,0.00241896468311563,0.00206327372764787
"ASB5",0.00158339197748065,0,0
"SPCS3",0.710942997888809,0.518142235123375,0.418844566712514
"VEGFC",0.360661505981713,0.410740203193038,0.0715268225584594
"NEIL3",0.00633356790992259,0.00241896468311563,0.00137551581843191
"AGA",0.068965517241379,0.118529269472665,0.106602475928473
"RP11-130F10.1",0.0190007037297678,0.00338655055636188,0.00412654745529574
"AC108142.1",0.0313159746657284,0.0333817126269957,0.077028885832187
"TENM3",0.252638986629139,0.29559748427673,0.235900962861073
"RP11-188P17.2",0.00140745953553835,0.00145137880986938,0.00275103163686382
"DCTD",0.751935256861358,0.561199806482836,0.515818431911963
"WWC2-AS2",0.00492610837438424,0.0111272375423319,0.0110041265474553
"WWC2",0.184553131597468,0.167392356071601,0.167125171939477
"CDKN2AIP",0.0390570021111893,0.0967585873246248,0.110729023383769
"RP11-367N14.2",0.00791695988740324,0.0125786163522013,0.0144429160935351
"ING2",0.191766361717103,0.552975326560242,0.339752407152681
"RWDD4",0.546973961998605,0.726173197871325,0.510316368638236
"TRAPPC11",0.0395847994370162,0.107402031930334,0.106602475928473
"STOX2",0.00140745953553835,0,0
"IRF2",0.0761787473610129,0.133526850507982,0.104539202200825
"RP11-326I11.3",0.0172413793103448,0.0222544750846638,0.0364511691884457
"CASP3",0.119282195636875,0.301402999516208,0.198074277854196
"PRIMPOL",0.0323715693173822,0.0648282535074987,0.0536451169188446
"CENPU",0.0612244897959182,0.0246734397677794,0.0192572214580468
"ACSL1",0.113828289936664,0.835510401548154,4.58184319119668
"SLC25A4",0.161681914144969,0.42186744073537,1.01650618982117
"KIAA1430",0.619809992962704,0.362844702467347,0.500687757909212
"SNX25",0.139866291344124,0.0595065312046443,0.0818431911966986
"LRP2BP",0.00510204081632653,0.00241896468311563,0.0061898211829436
"ANKRD37",0.13423645320197,0.0343492985002419,0.048143053645117
"UFSP2",0.15411681914145,0.194968553459119,0.277854195323246
"C4orf47",0.00228712174524982,0,0
"CCDC110",0.00580577058409571,0.00145137880986938,0.000687757909215956
"RP11-279O9.4",0.0263898662913442,0.0212868892114175,0.0192572214580468
"PDLIM3",0.00633356790992259,0.000483792936623125,0
"SORBS2",0.0976425052779727,0.109337203676826,0.0178817056396149
"TLR3",0.00158339197748065,0.0208030962747944,0.0694635488308115
"FAM149A",0.00756509500351865,0.0217706821480406,0.063273727647868
"CYP4V2",0.0309641097818439,0.0358006773101113,0.0667125171939477
"FAT1",0.307002111189311,0.194484760522496,0.345254470426408
"FRG1",0.119634060520759,0.235123367198838,0.176753782668501
"PLEKHG4B",0.00316678395496129,0,0
"CCDC127",0.0747712878254747,0.10691823899371,0.118294360385144
"SDHA",0.162561576354681,0.256894049346879,0.359697386519943
"CTD-2083E4.6",0.000879662209711471,0.00628930817610063,0.0103163686382393
"PDCD6",0.690182969739618,0.81470730527336,0.804676753782658
"AHRR",0.0992258972554532,0.050314465408805,0.0275103163686383
"C5orf55",0.0705489092188597,0.112723754233188,0.173314993122421
"EXOC3",0.14338494018297,0.180454765360425,0.22283356258597
"CTD-2228K2.5",0.0455665024630541,0.0633768746976293,0.0852819807427784
"CEP72",0.00422237860661506,0.00290275761973875,0.00756533700137551
"AC026740.1",0.00140745953553835,0.000967585873246251,0.00206327372764787
"BRD9",0.343244194229425,0.235607160135461,0.282668500687758
"TRIP13",0.0705489092188597,0.0169327527818094,0.0508940852819808
"SLC12A7",0.0339549612948628,0.0546686018384131,0.0983493810178814
"CLPTM1L",0.457600281491923,0.386550556361881,0.520632737276475
"LPCAT1",0.128782547501759,0.171746492501209,0.171939477303989
"MRPL36",0.557178043631255,0.531688437348823,0.685694635488301
"NDUFS6",1.49771287825474,1.16884373488148,1.49518569463547
"IRX2",0.0716045038705134,0.122883405902273,0.150618982118294
"C5orf38",0.22132301196341,0.425253991291732,0.307427785419532
"IRX1",0.0154820548909219,0.0420899854862119,0.046767537826685
"ADAMTS16",0.00387051372273047,0,0
"KIAA0947",0.181210415200565,0.141267537493952,0.191884456671252
"MED10",0.35731878958481,0.327527818093857,0.236588720770289
"LINC01018",0.011963406052076,0.0019351717464925,0.000687757909215956
"NSUN2",0.109078114004222,0.12239961296565,0.253094910591472
"SRD5A1",0.1655524278677,0.159651669085631,0.173314993122421
"CTD-2044J15.2",0.0124912033779029,0.0149975810353169,0.0302613480055021
"PAPD7",0.0881421534130889,0.0841799709724236,0.19738651994498
"C5orf49",0.000879662209711471,0.000967585873246251,0.00412654745529574
"MTRR",0.068965517241379,0.0735365263667149,0.132049518569463
"FASTKD3",0.0601688951442644,0.0725689404934686,0.126547455295735
"MIR4458HG",0.42540464461648,0.44799225931302,0.758596973865191
"RP11-315A16.1",0.00140745953553835,0.00338655055636188,0.00206327372764787
"SEMA5A",0.539936664320909,0.881954523463972,0.377579092159558
"SNHG18",0.762667135819838,0.690856313497837,0.32806052269601
"FAM173B",0.0332512315270937,0.0396710208030963,0.0942228335625857
"CTD-2256P15.1",0.00316678395496129,0.0019351717464925,0.00756533700137551
"CCT5",0.373328641801559,0.409772617319793,0.634800550206321
"CTD-2256P15.4",0.00580577058409571,0.0058055152394775,0.0123796423658872
"CTD-2256P15.5",0.00123152709359606,0.00338655055636188,0.00481430536451169
"CMBL",0.152885292047854,0.462506047411714,0.442916093535072
"CTD-2256P15.2",0.0128430682617875,0.0241896468311563,0.077028885832187
"MARCH6",0.397783251231539,0.630382196419944,0.566712517193942
"ROPN1L",0.00334271639690359,0.00483792936623125,0.00412654745529574
"RP11-215G15.5",0.0409922589725545,0.196419932268988,0.235900962861073
"DAP",1.22097114707951,0.524431543299478,0.342503438789545
"CTD-2154B17.4",0.00686136523574948,0.00241896468311563,0.00137551581843191
"DNAH5",0.00457424349049965,0.00338655055636188,0.00412654745529574
"TRIO",0.446164672765673,0.384615384615389,0.288858321870701
"FAM105A",0.00123152709359606,0.000967585873246251,0
"CTD-2165H16.4",0.00334271639690359,0.00532172230285438,0.00343878954607978
"FAM105B",0.161330049261085,0.0953072085147555,0.136176066024759
"ANKH",0.348346235045751,0.129172714078374,0.114855570839064
"CTB-40H15.4",0.00175932441942294,0,0
"FBXL7",0.0935960591132999,0.219158200290275,0.0742778541953232
"ZNF622",0.0911330049261078,0.162070633768746,0.15130674002751
"FAM134B",0.005981703026038,0.120464441219158,0.460797799174687
"MYO10",0.265833919774812,0.167392356071601,0.0797799174690508
"BASP1",1.48099929627022,1.37300435413644,0.199449793672627
"CTD-2139B15.2",0.00457424349049965,0.00145137880986938,0.00206327372764787
"CDH18",0.00475017593244194,0.00435413642960813,0.000687757909215956
"CDH10",0.00738916256157636,0.0222544750846638,0.0103163686382393
"LINC01021",0.0142505277973258,0.0420899854862119,0.0440165061898212
"CDH6",0.32230823363829,0.119496855345912,0.0605226960110042
"DROSHA",0.091836734693877,0.0957910014513786,0.131361760660247
"C5orf22",0.0406403940886699,0.0527334300919206,0.0859697386519943
"GOLPH3",0.421006333567923,0.547653604257387,0.465612104539199
"CTD-2186M15.3",0.0323715693173822,0.0595065312046443,0.102475928473177
"MTMR12",0.0807529908515126,0.105950653120464,0.246905089408529
"ZFR",0.320900774102753,0.386550556361882,0.326685006877578
"SUB1",1.58092892329344,1.76923076923077,1.79504814305362
"NPR3",0.0842716396903585,0.0667634252539912,0.0261348005502063
"CTD-2066L21.3",0.00316678395496129,0.000483792936623125,0
"CTD-2203K17.1",0.00316678395496129,0.0019351717464925,0.00343878954607978
"TARS",0.628958479943703,0.271891630382197,0.30261348005502
"CTD-2233C11.2",0.00105559465165376,0.0019351717464925,0.00343878954607978
"ADAMTS12",0.466045038705151,0.357522980164493,0.565337001375512
"AMACR",0.0102040816326531,0.0169327527818094,0.0144429160935351
"C1QTNF3",0.00334271639690359,0.0106434446057088,0.00481430536451169
"CTD-2024P10.2",0.00844475721323013,0.0106434446057088,0.00206327372764787
"RAI14",0.611365235749475,0.358974358974362,0.0687757909215956
"RAD1",0.240675580577063,0.39719400096759,0.182255845942228
"BRIX1",0.0842716396903584,0.283986453797775,0.101788170563961
"DNAJC21",0.411681914144981,0.427189163038226,0.34319119669876
"PRLR",0.00140745953553835,0,0
"SPEF2",0.0124912033779029,0.0212868892114175,0.0123796423658872
"IL7R",0.106966924700914,0.00435413642960813,0
"CAPSL",0.00105559465165376,0,0
"LMBRD2",0.0684377199155521,0.0759554910498305,0.152682255845942
"SKP2",0.079169598874032,0.115626511852927,0.107977991746905
"NADK2",0.159922589725546,0.13014029995162,0.215268225584595
"SLC1A3",0.0168895144264602,0.0290275761973875,0.295048143053644
"NIPBL",0.16484869809993,0.188679245283018,0.164374140302613
"C5orf42",0.0730119634060517,0.117561683599419,0.101100412654745
"NUP155",0.0629838142153412,0.0749879051765843,0.134112792297111
"WDR70",0.210767065446872,0.175616835994194,0.178817056396149
"GDNF",0.154996481351162,0.0938558297048861,0.0288858321870702
"GDNF-AS1",0.00650950035186489,0.00725689404934688,0.00343878954607978
"EGFLAM",0.141977480647431,0.268988872762457,0.662310866574958
"CTD-2263F21.1",0.0117874736101337,0.00483792936623125,0.0165061898211829
"LIFR",0.0606966924700913,0.198355104015481,0.19050894085282
"LIFR-AS1",0.00738916256157636,0.0179003386550556,0.0178817056396149
"RP11-122C5.1",0.00193525686136524,0.003870343492985,0.00412654745529574
"CTD-2127H9.1",0.0332512315270936,0.0406386066763425,0.0680880330123796
"OSMR",0.351337086558771,0.312046444121917,0.385144429160933
"RICTOR",0.151653764954258,0.239477503628446,0.224209078404402
"DAB2",4.26495425756515,1.21383647798743,0.24828060522696
"CTD-2078B5.2",0.0128430682617875,0.0217706821480406,0.0708390646492434
"TTC33",0.0205840957072484,0.03870343492985,0.0543328748280606
"PRKAA1",0.249472202674178,0.338171262699567,0.23314993122421
"RPL37",56.6741731175229,30.2718916303822,24.6760660247593
"CARD6",0.0276213933849403,0.0333817126269957,0.0405777166437414
"OXCT1",0.111189303307529,0.0899854862119011,0.0839064649243465
"C5orf51",0.108550316678395,0.178519593613933,0.213204951856947
"FBXO4",0.0459183673469387,0.124334784712143,0.133425034387895
"GHR",0.00985221674876848,0.0324141267537494,0.27028885832187
"CCDC152",0.0395847994370162,0.0469279148524431,0.0419532324621733
"SEPP1",0.00193525686136524,0.0759554910498306,0.0350756533700138
"CTD-2201E18.5",0.00175932441942294,0.00919206579583938,0.00481430536451169
"CTD-2035E11.3",0.0103800140745954,0.0106434446057088,0.0206327372764787
"CTD-2035E11.4",0.00140745953553835,0.00870827285921626,0.00206327372764787
"ANXA2R",0.0265657987332865,0.050314465408805,0.0254470426409904
"AC025171.1",0.00527797325826883,0.0140299951620706,0.0171939477303989
"CTD-2035E11.5",0.00492610837438424,0.00677310111272376,0.00481430536451169
"ZNF131",0.161505981703027,0.188679245283018,0.233149931224209
"HMGCS1",0.104679802955664,0.358006773101115,2.03507565336999
"CCL28",0.00369458128078818,0.00483792936623125,0.00343878954607978
"C5orf28",0.13881069669247,0.146589259796807,0.110041265474553
"C5orf34",0.00492610837438424,0.003870343492985,0.00412654745529574
"PAIP1",0.25422237860662,0.553459119496865,0.484181568088029
"NNT-AS1",0.119282195636875,0.221577164973391,0.178129298486933
"NNT",0.140570021111893,0.664731494920187,0.598349381017877
"RP11-53O19.1",0.00545390570021112,0.0237058538945332,0.0240715268225585
"MRPS30",0.080401125967628,0.179970972423802,0.262723521320496
"RP11-53O19.3",0.0135467980295566,0.042573778422835,0.0777166437414029
"PARP8",0.00580577058409571,0.0183841315916788,0.0323246217331499
"ITGA1",0.0482054890921885,0.110304789550072,0.117606602475928
"PELO",0.140394088669951,0.126753749395258,0.14442916093535
"ITGA2",0.126143560872624,0.0285437832607644,0.0185694635488308
"MOCS2",0.455489092188614,0.462022254475091,0.319119669876203
"CTD-2366F13.1",0.0318437719915553,0.0672472181906143,0.0729023383768913
"FST",1.15570021111892,0.585873246250613,0.0680880330123796
"NDUFS4",0.965165376495411,1.47460087082729,1.17400275103162
"ARL15",0.0490851513018999,0.0875665215287855,0.0825309491059146
"SNX18",0.181210415200565,0.320754716981134,0.259972489683632
"ESM1",0.0332512315270937,0.00241896468311563,0
"GPX8",0.763722730471491,0.852926947266589,0.274415405777166
"CCNO",0.00650950035186489,0.00290275761973875,0.00275103163686382
"DHX29",0.32600281491908,0.385582970488635,0.34319119669876
"SKIV2L2",0.130541871921182,0.112723754233188,0.209078404401651
"PPAP2A",0.160450387051373,1.02902757619741,0.294360385144429
"SLC38A9",0.0320197044334976,0.0759554910498305,0.0804676753782667
"IL6ST",0.85204081632652,1.01064344460573,0.544704264099033
"CTD-2031P19.3",0.0117874736101337,0.00483792936623125,0.00481430536451169
"MAP3K1",0.043103448275862,0.0290275761973875,0.0543328748280606
"SETD9",0.0772343420126667,0.134978229317852,0.249656121045393
"MIER3",0.0325475017593245,0.0643444605708755,0.090784044016506
"GPBP1",0.216220971147083,0.328495403967104,0.240715268225585
"ACTBL2",0.00193525686136524,0,0
"PLK2",0.234517945109081,0.153846153846153,0.0887207702888581
